2016-04-14 17:56:35 INFO  OrarCLI:120 - Run abstraction with konclude
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 43:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University13_11.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 44:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University8_10.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 45:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University30_5.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 46:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_1.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 47:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University40_0.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 48:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University13_7.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 49:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University23_2.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 50:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University12_9.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 51:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University31_1.owl
2016-04-14 17:56:40 INFO  JenaMultipleABoxesStreamReader:80 - ABox 52:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University7_7.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 53:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University23_16.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 54:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University48_12.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 55:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University48_5.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 56:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University9_1.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 57:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University4_17.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 58:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University5_12.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 59:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University14_3.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 60:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University6_9.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 61:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University40_12.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 62:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University22_4.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 63:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University37_14.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 64:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University39_6.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 65:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University28_0.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 66:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University12_23.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 67:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University4_0.owl
2016-04-14 17:56:41 INFO  JenaMultipleABoxesStreamReader:80 - ABox 68:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University42_7.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 69:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University46_10.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 70:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University21_8.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 71:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University43_10.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 72:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University19_4.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 73:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_13.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 74:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University44_3.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 75:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University18_7.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 76:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University39_16.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 77:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University3_5.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 78:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_0.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 79:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University35_5.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 80:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University27_5.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 81:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University28_16.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 82:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University2_8.owl
2016-04-14 17:56:42 INFO  JenaMultipleABoxesStreamReader:80 - ABox 83:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University21_13.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 84:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University43_6.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 85:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University42_17.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 86:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University31_16.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 87:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University18_13.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 88:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University25_9.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 89:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University29_13.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 90:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University2_13.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 91:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University40_20.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 92:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University17_8.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 93:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University48_20.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 94:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University1_9.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 95:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University36_2.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 96:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University17_17.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 97:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University48_4.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 98:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University13_10.owl
2016-04-14 17:56:43 INFO  JenaMultipleABoxesStreamReader:80 - ABox 99:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University16_10.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 100:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University33_9.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 101:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University48_13.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 102:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University45_13.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 103:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University36_1.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 104:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_2.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 105:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University8_2.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 106:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University49_0.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 107:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University3_10.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 108:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University35_10.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 109:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University18_20.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 110:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University23_17.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 111:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University13_6.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 112:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University21_7.owl
2016-04-14 17:56:44 INFO  JenaMultipleABoxesStreamReader:80 - ABox 113:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University40_13.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 114:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University4_16.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 115:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University30_4.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 116:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University9_2.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 117:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University29_20.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 118:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University22_3.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 119:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University26_13.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 120:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University40_1.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 121:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University47_8.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 122:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University32_0.owl
2016-04-14 17:56:45 INFO  JenaMultipleABoxesStreamReader:80 - ABox 123:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University5_13.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 124:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University12_17.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 125:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_13.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 126:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University39_7.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 127:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University7_6.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 128:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University1_8.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 129:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University26_5.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 130:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University31_15.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 131:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University25_8.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 132:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University2_5.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 133:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_3.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 134:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University41_9.owl
2016-04-14 17:56:46 INFO  JenaMultipleABoxesStreamReader:80 - ABox 135:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University7_14.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 136:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University44_0.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 137:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University14_2.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 138:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University37_15.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 139:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University19_5.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 140:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University29_10.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 141:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University38_8.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 142:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University22_6.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 143:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University27_10.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 144:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University34_9.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 145:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University37_0.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 146:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University0_12.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 147:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_20.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 148:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University35_6.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 149:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University45_1.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 150:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University10_14.owl
2016-04-14 17:56:47 INFO  JenaMultipleABoxesStreamReader:80 - ABox 151:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University24_20.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 152:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University26_20.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 153:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_16.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 154:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University36_0.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 155:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University4_19.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 156:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University39_18.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 157:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University15_3.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 158:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University33_19.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 159:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University42_15.owl
2016-04-14 17:56:48 INFO  JenaMultipleABoxesStreamReader:80 - ABox 160:/tmp/kien/iswc16benchmark/ontologies/lubm/lubm50/University46_9.owl
